cod_cliente,primeiro_nome,ultimo_nome,email,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento,endereco,cep,idade,estado,cod_proposta,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
418,Stephany,Ramos,felipegomes@example.org,PF,2016-05-12 12:48:00 UTC,671.043.589-00,1981-08-01,"Viela Nogueira, 14 Caetano Furquim 18440-482 Mendes da Serra / AC",25306594,44,AC,1096,82,2010-05-20 19:44:32+00:00,0.02,9723.63,18409.48,8685.85,382.14,33,1,Aprovada
418,Stephany,Ramos,felipegomes@example.org,PF,2016-05-12 12:48:00 UTC,671.043.589-00,1981-08-01,"Viela Nogueira, 14 Caetano Furquim 18440-482 Mendes da Serra / AC",25306594,44,AC,1795,8,2018-06-13 15:27:06+00:00,0.01,86193.08,119993.16,33800.08,2699.62,41,5,Em análise
446,João Gabriel,Ramos,leandro65@example.com,PF,2015-10-08 13:35:00 UTC,438.527.906-38,1997-04-09,"Núcleo Davi Lucca Fernandes, 142 Vila São Gabriel 85521997 Rezende / SP",69463-503,28,SP,688,37,2018-10-11 11:22:09+00:00,0.01,160417.47,212662.97,52245.50,41263.96,4,5,Aprovada
446,João Gabriel,Ramos,leandro65@example.com,PF,2015-10-08 13:35:00 UTC,438.527.906-38,1997-04-09,"Núcleo Davi Lucca Fernandes, 142 Vila São Gabriel 85521997 Rezende / SP",69463-503,28,SP,732,61,2018-01-27 18:07:51+00:00,0.02,3643.83,4746.41,1102.58,101.04,79,6,Validação documentos
484,Lorena,Ramos,ana-sophiaaraujo@example.com,PF,2021-07-01 12:51:00 UTC,291.547.063-43,2005-12-31,"Setor de Correia, 76 Novo Glória 35723978 Pinto / PI",35663647,20,PI,1828,77,2017-08-02 20:57:23+00:00,0.02,12955.49,22548.88,9593.39,378.82,73,0,Enviada
484,Lorena,Ramos,ana-sophiaaraujo@example.com,PF,2021-07-01 12:51:00 UTC,291.547.063-43,2005-12-31,"Setor de Correia, 76 Novo Glória 35723978 Pinto / PI",35663647,20,PI,1173,59,2016-12-10 20:34:20+00:00,0.01,98816.89,164708.79,65891.90,1324.58,114,0,Validação documentos
490,Agatha,Ramos,sarahgoncalves@example.org,PF,2021-06-07 10:30:00 UTC,582.437.190-32,1944-10-15,"Esplanada Valentina Costela, 6 Antonio Ribeiro De Abreu 1ª Seção 06588-008 Caldeira do Sul / GO",18237366,81,GO,1665,32,2010-04-14 18:17:56+00:00,0.02,109303.53,188133.22,78829.69,3340.16,47,0,Em análise
490,Agatha,Ramos,sarahgoncalves@example.org,PF,2021-06-07 10:30:00 UTC,582.437.190-32,1944-10-15,"Esplanada Valentina Costela, 6 Antonio Ribeiro De Abreu 1ª Seção 06588-008 Caldeira do Sul / GO",18237366,81,GO,138,73,2021-01-26 19:49:48+00:00,0.01,7254.41,8976.72,1722.31,130.40,84,4,Validação documentos
496,Ian,Ramos,benicio20@example.com,PF,2020-02-27 12:50:00 UTC,074.953.128-23,1988-11-10,"Recanto de Cavalcanti, 9 Nossa Senhora Da Conceição 28708-559 da Mata / AC",05583827,37,AC,1200,19,2015-08-15 04:40:56+00:00,0.02,10287.98,13308.56,3020.58,224.11,108,1,Aprovada
496,Ian,Ramos,benicio20@example.com,PF,2020-02-27 12:50:00 UTC,074.953.128-23,1988-11-10,"Recanto de Cavalcanti, 9 Nossa Senhora Da Conceição 28708-559 da Mata / AC",05583827,37,AC,990,69,2014-08-18 02:42:54+00:00,0.01,111385.36,146883.76,35498.40,22875.38,5,5,Validação documentos
507,Carlos Eduardo,Ramos,yago88@example.org,PF,2015-04-20 11:35:00 UTC,953.280.641-51,1975-11-17,"Passarela Alana Nogueira, 631 Monte São José 81353488 Cavalcanti dos Dourados / MA",50196064,50,MA,1812,25,2022-04-13 21:51:20+00:00,0.02,142957.99,169267.55,26309.56,9483.70,19,4,Aprovada
507,Carlos Eduardo,Ramos,yago88@example.org,PF,2015-04-20 11:35:00 UTC,953.280.641-51,1975-11-17,"Passarela Alana Nogueira, 631 Monte São José 81353488 Cavalcanti dos Dourados / MA",50196064,50,MA,630,33,2018-09-14 07:13:05+00:00,0.02,117524.96,153134.66,35609.70,2389.14,111,2,Aprovada
521,Bernardo,Ramos,joao-miguel16@example.net,PF,2022-09-13 13:05:00 UTC,872.360.951-68,1987-09-16,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,38,MS,600,15,2014-01-11 00:16:06+00:00,0.01,90076.22,146615.74,56539.52,1768.27,74,3,Em análise
521,Bernardo,Ramos,joao-miguel16@example.net,PF,2022-09-13 13:05:00 UTC,872.360.951-68,1987-09-16,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,38,MS,1878,26,2011-02-12 01:51:54+00:00,0.01,83570.50,141770.03,58199.53,5710.84,16,2,Validação documentos
521,Bernardo,Ramos,joao-miguel16@example.net,PF,2022-09-13 13:05:00 UTC,872.360.951-68,1987-09-16,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,38,MS,74,42,2011-01-15 13:38:20+00:00,0.01,183802.99,225791.78,41988.79,3646.73,94,6,Validação documentos
521,Bernardo,Ramos,joao-miguel16@example.net,PF,2022-09-13 13:05:00 UTC,872.360.951-68,1987-09-16,"Via Mariane Nogueira, 33 Vila Ecológica 71729-790 Silveira do Norte / MS",29201854,38,MS,384,67,2015-08-17 20:53:25+00:00,0.02,126905.43,198751.32,71845.89,3747.18,50,1,Validação documentos
611,Ana Julia,Ramos,pedro-miguelmartins@example.net,PF,2019-08-06 14:42:00 UTC,164.598.302-15,1967-04-02,"Área de Pereira, 4 Caiçaras 68043-152 Barbosa da Mata / SP",62394839,58,SP,411,19,2010-01-25 01:48:52+00:00,0.02,16101.86,27237.48,11135.62,902.32,21,2,Validação documentos
705,Marcos Vinicius,Ramos,isabel99@example.org,PF,2015-07-24 13:19:00 UTC,245.963.078-65,1975-08-21,"Estação Olivia Moreira, 2 Vila Real 1ª Seção 59820159 Sales Grande / MA",44030-253,50,MA,896,16,2012-04-24 11:31:09+00:00,0.01,114732.00,216856.25,102124.25,1838.67,99,5,Enviada
705,Marcos Vinicius,Ramos,isabel99@example.org,PF,2015-07-24 13:19:00 UTC,245.963.078-65,1975-08-21,"Estação Olivia Moreira, 2 Vila Real 1ª Seção 59820159 Sales Grande / MA",44030-253,50,MA,1558,3,2015-02-20 09:56:21+00:00,0.02,34984.64,41769.25,6784.61,884.06,93,4,Validação documentos
804,Bruno,Ramos,natalia23@example.org,PF,2011-12-06 13:00:00 UTC,739.285.406-29,1975-11-06,Passarela da Rocha Cruzeiro 90361423 Barros / MS,23047749,50,MS,552,19,2018-10-13 22:25:25+00:00,0.01,104362.53,132399.37,28036.84,1956.38,98,4,Enviada
804,Bruno,Ramos,natalia23@example.org,PF,2011-12-06 13:00:00 UTC,739.285.406-29,1975-11-06,Passarela da Rocha Cruzeiro 90361423 Barros / MS,23047749,50,MS,71,36,2010-05-15 10:40:14+00:00,0.02,66329.20,98562.45,32233.25,14186.86,5,4,Validação documentos
815,Marcos Vinicius,Ramos,samuel86@example.com,PF,2021-06-21 14:04:00 UTC,985.320.614-51,1982-04-21,"Trecho de Dias, 6 Marçola 40811068 Caldeira / RJ",59134843,43,RJ,1537,43,2016-11-21 06:07:09+00:00,0.02,74727.48,91071.93,16344.45,1810.29,86,4,Em análise
815,Marcos Vinicius,Ramos,samuel86@example.com,PF,2021-06-21 14:04:00 UTC,985.320.614-51,1982-04-21,"Trecho de Dias, 6 Marçola 40811068 Caldeira / RJ",59134843,43,RJ,987,36,2022-12-16 15:39:28+00:00,0.01,118495.69,203830.96,85335.27,2137.87,86,1,Validação documentos
859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,2001-04-02,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",03168134,24,MS,102,3,2021-06-16 09:12:09+00:00,0.02,107696.23,199719.09,92022.86,2441.64,79,2,Enviada
859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,2001-04-02,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",03168134,24,MS,456,56,2010-11-06 06:17:38+00:00,0.01,9816.42,16567.10,6750.68,211.21,66,3,Enviada
859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,2001-04-02,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",03168134,24,MS,434,25,2017-06-27 17:45:08+00:00,0.01,52629.60,77727.42,25097.82,1104.49,64,3,Em análise
859,Sophie,Ramos,dda-cruz@example.org,PF,2020-11-03 11:41:00 UTC,629.438.570-92,2001-04-02,"Campo Mendes, 3 Juliana 18036-669 Dias dos Dourados / MS",03168134,24,MS,928,94,2015-10-08 05:56:25+00:00,0.02,44984.14,87246.07,42261.93,1150.35,101,6,Em análise
989,Carlos Eduardo,Ramos,thiago39@example.net,PF,2021-11-25 14:47:00 UTC,365.197.480-48,1948-09-02,"Colônia Cardoso, 4 Ribeiro De Abreu 03645860 da Cunha da Praia / MA",59192733,77,MA,529,94,2012-07-21 12:12:22+00:00,0.01,130082.86,201668.56,71585.70,2898.11,59,5,Enviada
989,Carlos Eduardo,Ramos,thiago39@example.net,PF,2021-11-25 14:47:00 UTC,365.197.480-48,1948-09-02,"Colônia Cardoso, 4 Ribeiro De Abreu 03645860 da Cunha da Praia / MA",59192733,77,MA,1629,10,2015-07-04 06:01:40+00:00,0.01,93795.29,147038.79,53243.50,1517.18,105,5,Aprovada
989,Carlos Eduardo,Ramos,thiago39@example.net,PF,2021-11-25 14:47:00 UTC,365.197.480-48,1948-09-02,"Colônia Cardoso, 4 Ribeiro De Abreu 03645860 da Cunha da Praia / MA",59192733,77,MA,887,74,2020-06-23 04:56:07+00:00,0.02,14742.67,18687.04,3944.37,328.12,98,0,Validação documentos
8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,1980-06-21,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",06016884,45,SC,718,20,2015-08-31 17:07:51+00:00,0.02,2441.85,4169.50,1727.65,53.77,117,5,Aprovada
8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,1980-06-21,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",06016884,45,SC,1505,24,2010-04-12 11:33:17+00:00,0.02,67263.72,114766.43,47502.71,1865.08,72,3,Aprovada
8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,1980-06-21,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",06016884,45,SC,591,73,2022-12-07 22:35:16+00:00,0.02,13739.00,19634.77,5895.77,293.27,82,4,Aprovada
8,Enzo,Rocha,caiolima@example.org,PF,2021-08-13 11:07:00 UTC,146.725.308-17,1980-06-21,"Loteamento Felipe Rocha, 8 Novo Glória 45229611 da Paz / SC",06016884,45,SC,420,49,2014-05-07 14:54:03+00:00,0.02,151442.78,249930.50,98487.72,3262.97,115,2,Em análise
27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,19,SP,182,40,2019-12-16 11:31:22+00:00,0.01,90173.76,127367.03,37193.27,3541.70,29,2,Enviada
27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,19,SP,632,31,2018-03-08 03:56:29+00:00,0.02,51916.82,97820.47,45903.65,1292.81,115,1,Aprovada
27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,19,SP,1239,42,2022-05-06 23:32:01+00:00,0.02,21903.30,42712.26,20808.96,453.67,103,6,Aprovada
27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,19,SP,1617,16,2016-03-13 23:48:07+00:00,0.01,25773.70,46882.51,21108.81,380.67,109,6,Em análise
27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,19,SP,1531,15,2017-12-11 19:24:01+00:00,0.01,9530.23,15679.65,6149.42,212.27,63,3,Validação documentos
27,Anthony,Rocha,rafaela93@example.org,PF,2022-05-10 12:29:00 UTC,642.810.579-94,2006-05-21,"Ladeira Pedro Henrique Gomes, 7 Vila São Paulo 48885-536 Almeida / SP",96570869,19,SP,1773,45,2022-09-20 14:53:47+00:00,0.01,72508.41,112191.98,39683.57,5959.54,13,1,Validação documentos
30,Gabriel,Rocha,silveirabryan@example.net,PF,2018-01-26 14:53:00 UTC,625.940.783-10,1997-08-26,"Largo Mariana Fernandes, 88 Castelo 78209280 Cardoso do Oeste / RS",93782-527,28,RS,1281,43,2014-07-12 15:44:07+00:00,0.02,138998.52,234244.23,95245.71,8015.43,21,6,Aprovada
30,Gabriel,Rocha,silveirabryan@example.net,PF,2018-01-26 14:53:00 UTC,625.940.783-10,1997-08-26,"Largo Mariana Fernandes, 88 Castelo 78209280 Cardoso do Oeste / RS",93782-527,28,RS,832,83,2015-11-02 14:38:39+00:00,0.02,58703.80,116526.02,57822.22,1671.81,72,2,Validação documentos
113,Lucas Gabriel,Rocha,alana30@example.net,PF,2020-01-07 14:29:00 UTC,713.895.042-04,2001-10-07,"Viela Caroline Peixoto, 49 São Sebastião 86279204 Rocha dos Dourados / RN",58314-883,24,RN,1395,30,2012-08-21 12:34:22+00:00,0.01,174234.15,219599.10,45364.95,3204.52,81,5,Aprovada
316,Carolina,Rocha,eloah92@example.net,PF,2018-01-23 15:29:00 UTC,370.564.298-74,1999-08-25,"Alameda Olivia Sales, 986 São Bernardo 01819-608 Araújo do Sul / ES",50479649,26,ES,1313,85,2020-03-11 20:14:18+00:00,0.01,116559.93,165625.46,49065.53,1998.15,111,2,Aprovada
397,Bárbara,Rocha,martinsfernanda@example.org,PF,2018-10-13 10:51:00 UTC,031.694.287-13,2006-11-20,"Vale da Costa, 39 Vista Alegre 59154-504 Nunes de Fernandes / PA",49504138,19,PA,682,99,2010-03-26 19:07:16+00:00,0.02,154850.56,187560.90,32710.34,3445.58,89,5,Enviada
397,Bárbara,Rocha,martinsfernanda@example.org,PF,2018-10-13 10:51:00 UTC,031.694.287-13,2006-11-20,"Vale da Costa, 39 Vista Alegre 59154-504 Nunes de Fernandes / PA",49504138,19,PA,1022,45,2011-12-14 11:09:29+00:00,0.01,37584.75,44297.93,6713.18,1153.06,38,6,Em análise
480,Gustavo Henrique,Rocha,liviabarbosa@example.com,PF,2012-12-09 11:58:00 UTC,085.971.624-49,1968-11-10,"Alameda Oliveira, 42 Horto 57639-337 da Rosa / AM",51705023,57,AM,758,81,2011-11-17 08:58:14+00:00,0.01,94836.95,131026.64,36189.69,6018.65,18,1,Enviada
480,Gustavo Henrique,Rocha,liviabarbosa@example.com,PF,2012-12-09 11:58:00 UTC,085.971.624-49,1968-11-10,"Alameda Oliveira, 42 Horto 57639-337 da Rosa / AM",51705023,57,AM,225,53,2013-12-22 08:38:46+00:00,0.01,141212.51,171619.62,30407.11,2854.00,78,4,Em análise
480,Gustavo Henrique,Rocha,liviabarbosa@example.com,PF,2012-12-09 11:58:00 UTC,085.971.624-49,1968-11-10,"Alameda Oliveira, 42 Horto 57639-337 da Rosa / AM",51705023,57,AM,52,8,2018-05-20 06:05:44+00:00,0.02,5844.07,8138.55,2294.48,229.28,36,3,Validação documentos
483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,79,MA,780,73,2016-11-29 15:38:23+00:00,0.01,139143.85,211893.29,72749.44,4181.60,40,3,Enviada
483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,79,MA,1328,19,2019-05-26 07:29:16+00:00,0.02,25382.65,47916.56,22533.91,1125.82,28,2,Aprovada
483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,79,MA,611,33,2016-07-30 09:42:14+00:00,0.01,137328.72,179932.71,42603.99,2381.19,98,3,Aprovada
483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,79,MA,1427,45,2010-09-15 21:29:54+00:00,0.02,79583.05,99754.25,20171.20,2236.81,75,3,Aprovada
483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,79,MA,1710,66,2015-05-16 08:45:18+00:00,0.01,107807.31,215518.86,107711.55,1763.15,120,3,Validação documentos
483,Luiz Otávio,Rocha,caldeiramaria-fernanda@example.net,PF,2022-10-23 11:12:00 UTC,619.428.705-58,1946-12-09,"Feira Monteiro, 47 Vila Nova 65931475 Castro / MA",29387-861,79,MA,154,93,2015-10-03 20:23:11+00:00,0.02,12881.78,23821.87,10940.09,348.48,92,0,Validação documentos
505,Vitor Gabriel,Rocha,brunodas-neves@example.com,PF,2013-07-27 13:47:00 UTC,439.862.105-98,1986-05-26,"Condomínio de Ferreira, 4 Ermelinda 72207453 da Paz do Oeste / RO",15590730,39,RO,1029,67,2012-12-18 00:49:39+00:00,0.01,68002.72,101077.39,33074.67,1713.53,60,2,Enviada
802,Esther,Rocha,steixeira@example.org,PF,2015-11-05 11:08:00 UTC,670.251.398-40,2006-03-30,"Jardim de Pinto, 52 Bonsucesso 60509-385 da Luz de Correia / BA",64912-312,19,BA,1211,97,2018-09-13 23:33:09+00:00,0.02,14199.55,24425.14,10225.59,393.86,83,3,Aprovada
818,Yago,Rocha,bruna38@example.com,PF,2021-05-08 12:31:00 UTC,654.789.301-48,1993-03-01,"Praça de Castro, 10 Gameleira 57583291 Martins / CE",22445-315,32,CE,1681,76,2022-09-28 06:11:04+00:00,0.02,69681.57,120595.76,50914.19,70907.96,1,2,Enviada
818,Yago,Rocha,bruna38@example.com,PF,2021-05-08 12:31:00 UTC,654.789.301-48,1993-03-01,"Praça de Castro, 10 Gameleira 57583291 Martins / CE",22445-315,32,CE,196,57,2017-03-14 21:57:22+00:00,0.01,71001.68,140713.99,69712.31,1201.54,82,5,Validação documentos
818,Yago,Rocha,bruna38@example.com,PF,2021-05-08 12:31:00 UTC,654.789.301-48,1993-03-01,"Praça de Castro, 10 Gameleira 57583291 Martins / CE",22445-315,32,CE,1553,89,2021-06-16 00:39:39+00:00,0.02,118432.92,218435.54,100002.62,3177.19,82,2,Validação documentos
66,Eduardo,Sales,eloahbarbosa@example.org,PF,2021-05-19 13:18:00 UTC,917.624.538-19,1953-05-13,"Viela Silveira, 47 Alípio De Melo 29229921 Freitas / AM",97949-601,72,AM,539,24,2016-09-05 11:44:56+00:00,0.02,119049.78,165184.97,46135.19,2661.01,103,3,Aprovada
66,Eduardo,Sales,eloahbarbosa@example.org,PF,2021-05-19 13:18:00 UTC,917.624.538-19,1953-05-13,"Viela Silveira, 47 Alípio De Melo 29229921 Freitas / AM",97949-601,72,AM,1401,71,2019-02-15 00:02:45+00:00,0.02,14279.96,16877.20,2597.24,989.75,18,3,Em análise
140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,2001-04-18,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,24,TO,451,78,2022-02-10 15:12:56+00:00,0.01,16256.33,28980.79,12724.46,1145.75,16,4,Enviada
140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,2001-04-18,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,24,TO,123,79,2020-10-08 21:02:16+00:00,0.02,93266.08,142590.32,49324.24,4890.03,25,4,Aprovada
140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,2001-04-18,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,24,TO,155,26,2010-08-10 14:49:13+00:00,0.01,109902.59,205505.77,95603.18,1946.91,100,4,Em análise
140,Cecília,Sales,moreiraana-carolina@example.net,PF,2015-02-10 13:47:00 UTC,062.451.389-06,2001-04-18,"Vale Sales, 7 Varzea Da Palma 08535-205 Cardoso de Nunes / TO",98230-713,24,TO,947,73,2021-08-15 04:03:02+00:00,0.01,137099.43,184068.72,46969.29,2501.99,82,2,Validação documentos
193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,1978-04-10,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,47,CE,491,49,2014-12-18 17:39:14+00:00,0.02,69834.69,126972.97,57138.28,1335.56,106,2,Enviada
193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,1978-04-10,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,47,CE,1658,57,2013-12-26 07:07:03+00:00,0.01,29155.84,49624.09,20468.25,398.45,114,3,Enviada
193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,1978-04-10,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,47,CE,372,1,2010-03-04 19:43:32+00:00,0.01,128429.43,248837.17,120407.74,2846.10,61,3,Aprovada
193,Ana Sophia,Sales,freitasheloisa@example.net,PF,2014-06-24 14:39:00 UTC,324.870.516-71,1978-04-10,"Via Lavínia Ferreira, 86 Parque São Pedro 66412-888 Aragão Alegre / CE",84050-003,47,CE,1463,97,2011-11-10 23:13:01+00:00,0.01,8431.56,16504.27,8072.71,135.46,111,6,Aprovada
345,Renan,Sales,joao-miguel93@example.net,PF,2017-12-08 13:24:00 UTC,684.097.531-20,1970-12-08,Estação Isis Costela Jardim América 48676310 Martins do Sul / TO,69493-799,55,TO,1057,24,2018-12-02 11:26:32+00:00,0.01,89573.82,133208.94,43635.12,1629.13,91,6,Aprovada
544,Raquel,Sales,lorenzoazevedo@example.org,PF,2018-09-08 12:35:00 UTC,962.518.730-86,1971-10-29,Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,95017-932,54,MT,668,56,2015-04-19 01:41:35+00:00,0.01,52272.92,88117.90,35844.98,6955.48,8,5,Aprovada
544,Raquel,Sales,lorenzoazevedo@example.org,PF,2018-09-08 12:35:00 UTC,962.518.730-86,1971-10-29,Largo Yuri Melo Nova Cintra 53237-146 Araújo / MT,95017-932,54,MT,1666,21,2013-03-02 00:43:51+00:00,0.02,64049.30,106188.84,42139.54,2124.06,54,2,Em análise
593,Maria Eduarda,Sales,paulomoraes@example.org,PF,2019-01-12 10:56:00 UTC,430.278.965-47,1943-04-04,"Morro Rezende, 72 Conjunto Capitão Eduardo 10739-282 das Neves / MT",26064-419,82,MT,935,30,2018-05-25 03:45:13+00:00,0.02,166721.96,233975.80,67253.84,3923.06,89,4,Enviada
593,Maria Eduarda,Sales,paulomoraes@example.org,PF,2019-01-12 10:56:00 UTC,430.278.965-47,1943-04-04,"Morro Rezende, 72 Conjunto Capitão Eduardo 10739-282 das Neves / MT",26064-419,82,MT,1528,99,2016-08-12 03:09:18+00:00,0.01,137478.28,241807.06,104328.78,6210.28,26,6,Aprovada
593,Maria Eduarda,Sales,paulomoraes@example.org,PF,2019-01-12 10:56:00 UTC,430.278.965-47,1943-04-04,"Morro Rezende, 72 Conjunto Capitão Eduardo 10739-282 das Neves / MT",26064-419,82,MT,1904,11,2019-02-02 09:43:10+00:00,0.01,59032.85,81907.29,22874.44,807.66,112,6,Em análise
615,Vitória,Sales,dda-costa@example.com,PF,2021-06-11 16:02:00 UTC,567.094.218-30,1990-09-23,"Distrito Davi Lucca Novaes, 72 Horto Florestal 73320-109 Alves de Sales / AM",13709-647,35,AM,191,10,2011-10-13 03:30:37+00:00,0.01,120976.03,241332.01,120355.98,2329.01,80,1,Validação documentos
680,Enzo,Sales,nathanrezende@example.org,PF,2016-08-07 12:18:00 UTC,935.627.401-07,1953-03-11,"Lagoa de Silveira, 52 Conjunto Jardim Filadélfia 51841-485 da Costa / GO",52737-030,72,GO,1263,40,2021-10-08 21:00:11+00:00,0.02,120055.61,237277.28,117221.67,3254.19,62,1,Em análise
758,João Miguel,Sales,brenda09@example.org,PF,2014-12-25 13:17:00 UTC,609.483.271-03,1956-11-15,"Viaduto Castro, 25 Grota 32361186 Almeida / ES",68408-718,69,ES,749,92,2020-09-21 08:38:01+00:00,0.01,27377.88,37637.52,10259.64,495.16,99,3,Validação documentos
830,Paulo,Sales,emanuella07@example.net,PF,2018-01-11 14:07:00 UTC,472.935.086-38,2004-05-28,Alameda Stella Dias Pongelupe 02733-045 Cunha Alegre / MG,21494-484,21,MG,469,88,2020-10-19 14:33:10+00:00,0.02,4356.74,8695.61,4338.87,147.03,47,4,Validação documentos
843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,56,RJ,824,38,2011-08-09 00:28:33+00:00,0.02,72284.28,126768.15,54483.87,4644.51,19,2,Enviada
843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,56,RJ,814,75,2020-12-21 19:30:57+00:00,0.02,79857.24,106282.27,26425.03,2207.04,63,4,Enviada
843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,56,RJ,1736,82,2013-08-22 10:24:07+00:00,0.02,75089.47,88448.20,13358.73,2351.19,52,5,Enviada
843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,56,RJ,1017,1,2010-01-03 20:05:18+00:00,0.02,76028.56,138815.88,62787.32,2024.77,86,6,Em análise
843,Maria Fernanda,Sales,piresdaniela@example.net,PF,2019-08-09 10:35:00 UTC,930.648.725-83,1969-10-13,Chácara Azevedo Vila Satélite 19973200 Costela de Pires / RJ,03740382,56,RJ,1624,18,2018-04-30 23:17:27+00:00,0.02,136705.50,170708.60,34003.10,10615.31,15,6,Validação documentos
